variant_id,item_class_id,item_name,material_type,food_base_name,quality_level,weapon_state,weapon_type,embedding
material:107025,material:107025,枫丹地灵龛之钥,,,0,,,l47LvcD6hbw3P569VlqFvWCDDL4U+XA9RW84vT0MDT3NyN29l1rNvMjstDyQToU8XQJhuyB/vjxFLRm9x75TPXYn2TxxblY9MqGXvTRHLb1ri3S6NyWvPUhXXr1ap7c9NtA1vVMuq7wQsYc9cRGJvJVOBL2dR9C9tteEParwV73AArM8d/mSPTOkZLxcefQ8LP4YPvI9Ar1/kiE9FSvCPSzT8z15zhw9kWpMvbuJCz5Kmks9z0oSPFkKyDySxci978FjvY33yTyjgKg80xGrvHTtRryxHLS9NIynvbctQ71DqjG8xHrau2TilL0e/668E19hPfQIlDxfHBA9XbICvY2ybT3wY+y8gIlPPZEnxDzF/OA8QMKSvLrCmLwtSOA9nh8lvlKDGT1iqbk8XJ0evG8TXbyrqOQ9wUcZvemouzzdw4s8/6xyvSRL4jxb1lS83Cc/PPoplj1uyic9g/JAPckhMjzrSoY8pLYFvQhpOb0Ngb+7htPSPdsuEL35XyI9ZuviPS7dlL35Qq04ipwwPnm/67ylJwe9BNrIO5blYj0jsaY9FCtgPd/yuD2Ozb69HtrcPYMv7jyv58I9k906vJfLmLwbo6G8B5QdvTYTjL18+XQ9JLrEPCZMwbwIeuc89W7QvELulTzeP4E9F42tvSM3I7wesSi93v9yu8IrlTqY8d082hcoveyQjrxUl/g9EdE8vRt9vL1uSZ+7BwkvvOUYo72ndGs9PtISvVw3gT05QRA9aJ27vMDDLj25zaa79B5wvdOvbj0YCbW7KwcbvdTBzLsbClk9NUB7vWvsH772vck9oUi5PH4yHL0+D568y0tYvS+llbyEK9M9mDc7vfgngb3N1zK9H8vcPdY/zj0WBY+99s4+vs3zqD1s2rU9zfqNPZd7Ir3OkgE9bRGIvaxMjrusywA8hoadu3tOFz0yaLO9OGwFPQSQtL2mAN080zMuPBXvNjyfD4k8me1vOlS8rj17mFI9QuervYbyFr5Duji9cffHvdJo7jx7T0O6DcbAu5HqPb2lz8M8yL43vqdCurwISHe7QNTAPXSEJr3iqkK9TTtROzMjlT1jsrQ9Qf1OvAEh6L0+LrM92tW0PCQzCj7CHJ896JpNPHfTbD2x+Mi9i0eNveQ1zTtpBIo8Zr8HPULnaz3sTow9bBDMPPP/KT3pHgo9f1u0u2CBBr2nub48qQ7IvRfkl71Y71O9T3dHvDPsGj5vN2Q9yXm0O/2n8DwhL3K8g0YZPYLRtT3cU5s9TyduPS1CJr1WUs29SVdJPfJjor0sNOu8JAKhvV2AyTwcnXC7oZJPPVQibT20WTc9/HVSPHkaaL2MCpE9YZw6O3uCK7zW0tq9ku0TPQ==
material:107026,material:107026,苍灵鲤,,,0,,,CyKPvW8ALj18dn+9Lt+avfAb0b1vm8E8MtJOvdXDsrxEiAc9jzgbPX5bFzzg+Ry+fyWsPck7wb09Yhu+eRepu4LulL0UM3K7or4RPCjKwjzBTZo8nx7jurEdq71YniO8+QYKPpwnO7y9Cyy9vIMUvUBGKb0mcYi9TJqevdluNT3WcCC7ipTFum+FmDrWw4w8DpqQPUEwA7y+/Ag89XzUPTuYgz1wQNE9sOk9PdN3WTz8t928QftZPVrPUT2nsTu9hD1EPeXgsz2xVbY9tVFxPSNiqLv4bYC6zZZCvUwlF73Ue7K9bMC8vM45Jby504G93fdzPIO6/T35iQg+77+bvSUvAT3Fvkw9Y90zPW7uob2Y/Yw9+jH2vbGUxD2nru08fF4SvfjhHL17f1Y7eUY9PSmQeT0dzGk8OgQkPQ4MIj0ePMi97f49PQt/mbwwOaK7B8JYvTC8ez2NLLQ9gf5BvPv+6jvDuCI9XeDuvE0Z7L0fuCG91mawvOGXuT2PkfE9MRsRPQgljT06ijk9XDqOPKaCEbuOswW9kuO9vdBGuj0RhsG9nkJ6vdafnj14j6w8dj69PeH+gD0yvcq9iJsPPZT9eD17yDA9yY4OPOrF1Ty5eJg76yHxvMdIor35RXC9yVyZPLsxQjubpGQ93xBxvR3i9T1hpuQ6RddMu6x1b7pPq4u9x4civbW3bb2+QB+9ZohCvTZD3L1XMUQ9L44JvSz//r0m8o89ieQ5vZwvdb2mDrM9Y+gmPWmtTD1opRu+5NvqPFLRJL0XC/e7PqdbPewRlj1wrxQ8KYSQvcn8sDt8MhA9cBMaPIwklj3gu6S8ub0KPBqvDz3aZts9dqcbPQat7DwBLag9jQTlPW3E/TwhJyu9c0KyPGVDmLwDMOM8ca+OPehwuT0bA6g8TT6+vdzc6jzI6E69F1xoPejBtj1hJ/C736M7vGc37rypFOG8SFVgPVicar3NW4u9gD8Ovl5fZb2VKBE8NTMFPeSU371A6ZU9WiRgvFwF9L0PlKY9S2rbvXWPxTzjJAc9bIQKvSr8cz3/VUe9pmMYPd76uL2Hj8E8Ez3fPNFpELwXhqc891JgPICztzt3Sh68ihcJvChnCz5t54U9SSxYvdmJsjqaXLc8OjmDPMVx7zy+NYQ7Mkv2PS4V5z1mzI+9E1FPPGa7UjyF++Q84fr3uebaEL1aWRG9tZvcvOeX9r1uaAG9pM6XPcZYkLyP5jM9ApoJPeH3hDxlC8S877MRvGEfHT2Bvuk9yXCjPTjANz0ByiW9U7ctvEhpKL4usUC8KUtLviC7pzz64os9YPmhvIHRaTybU/29rs1+u8JSfb1Mu2M9BaCEPcA9iL1xh7M8t5YXPA==
material:107027,material:107027,纳塔地灵龛之钥,,,0,,,AKPSvSOWw7zcuVK+MnwkPafEpbviJ9E9y9FdvcJskj2BAIa9J7AqPS0nDz0EEnC9s2gCvaAXuL3NPBc9NMKDPYZKir2YIIO9Idp0PVpjDbsRYUc9DGUiPeJFKr1q96w8KBMVvIAkuT37H0W7K5muvQD3tb02+JS9apPPvFdJZbzmb0e9UYa0PEDALr2gIlC938Z6Pb7AEj35rxE+DgJuPQnNkDwq5Li5rTYdu9XWiD3r07q85whwPa1SWrxh7Ny95ppsvc9AXzxNyAI8PqObPVymHL0wZOK9VA69vObR2Lw3ari8MJuwPQNjoDzOzFi8CGBEvNliq71O8ng8gRloPZ7oXTyK1a891iQ2vb5LlD0MCpc9sX6XPRkNF709n7g9A9lyvRwkbD0C9SM9HSNqPSPt2D2ossw9CNoCO8u/hT2IS2W92gOtuTKxXLxw7UM8AKpzPaStND1cNn095pO9PK785TyVlzo8Ha5zvds7hLwJobO9jr+7PON5tr2Cpqa850JhPaOorz1TnjK8JV5oPiGJFr1zGde8k7oJPXUXij27HW89i6/APXtlLz1pGci9qktePe9DD72u+L68GWCBuSzPPrzzcya9G5sqvdj76r1IWMG8WT4HPungCjwEX5E8JS39O89Jorz09Aw8pbOgOuIXjTzsAVU91pdRPe/XVj3YLz69BEHWOu/LFzwUaIU9o+9JPRwjSr1pc7A7qHVqvWEDtDrFos68vRgzvkfS+LwImdG8qtvAN9/2jj2nR1i8Sy/DvP7UKb2ETCc8+XD5vaTCxzy8Tx48MOwevu4NAj2CA4o9CAUgPS2gK71DkxQ80pDfvZ+R6TyHdwA+auIvPQzisr1n6928fyRQunEUSjwTE7M7AmVhPScSFbyH+Si8XMQDvREIyj08kYk8YNsHvJEO1T2SaZQ9a7K1vHOi7TxfI8k7ZiyGu6jHjzwqUrw8X7GpPY51mT3jZi89Sz5Eve2/+ztPEJw9wysCPT0f1b25NXg9wwAMPP4KbrrfMoY8Nd64vQIdnr1nXyE96YjqPHsnkLsjFnu8gBpkvW3HDL7UchI9gGL7uxCZr73gfJ47A3v3PFx8gb0xOXi9FePCPCgFYb11WYW9FB/zOwUkyD0QQwa+YCt6vWm4ybt+Dt09fAm+PTm33T1wgaY8BDXHPP19krt3B5e9YZacvUL9KTuqoS29D9JZvGbrbb29cSM9RKyRvbEkMD7sIg47GNi3PCOIu7utkIs79TGDPbiOhD1QZoW9SAcNPSD1jj09Bg+9+PXWvIzbdTy9Z1U9bqplvpUf+D1kEeO8X8AJvXJv7T2ICL48cW8KPDcXKj29ete7WRJSvZIoFr0VgUo8CvKmOw==
material:107028,material:107028,散失的火神瞳,,,0,,,lz5dvfgWzTwJ0Lw9FaDHvdqmgb2Wr2g8cc8ovTjfTDww+mi9cdFkO+6s7bqBUTC70EuGPT92gLwHhQU9txM+PV2SYr2agdI7UB+GPewl8z0ElZs9YeTOvdJAI7ywzda8gDKnPT115r2Et3M904YhPfN4gb2t8ps9Z2FSPTgqyDsZ0is8b/psvTTOzL1KReu7OkQ5PXIFBj4unBM9VfqPvLHoVL2jLmG8OZ3FPc2CCL0JwAu98do0Pe3Y+rxnkWw9Q5aBu5/E2Dy4fvU9HDyzPWgiirxtzYu9+8phvbzPaT3oe029uVIvvZyfeLuOk9q9IJEYvcZIk70VpdW8Mbm9vaYgXT1R2sG9IbQSPT5l/rzY15g7Q2rfvB9AjzxMLC+9Xpp5uRRAyT2Wc1+9kp7yPM7bgbsucRI+F3wuPffpOj1fCCa7M9C5PB8hEzw0Zj09ut24vFupQ70YGDQ8+6cWvElilTzk2ua7WAv3vBKrCb6sQGw81PXQPKHN7j2WGU+8eYlCve0qEr2/DYG9jpFyPMRkGT7lW1S7QvuDvTJ/BT1E6p68Vm5Svb0CRL1yVxS9ZskfvRrJozz1x469gB/xvJADmz3wDoI9+xeuvUcWTb3KXYg9YQtPuzI3hTxrjqq9zziqvGd0AT2lG+09468MvpWiXrzpPzU9J0DSPLMwm723ZkW9gs5UvSA/V713FG497jaMvcPmDr7jBRO9rkFMvRAxE765ONk8Hy7Cuw64e72YQ569f60HPL0YTz04oiI91/rKu7ZwCb6JZsQ9RrIEvgeKND0iGYe9MU3Nve8TuTzxZqU93L7iPWnm9ryiJJq9tWUWPB+wiz3T3ZQ9Od6TvFiOUT2lHP27ygh5PUJBPT2yYwU9quAHPMIGJL0s0D89LI8uPDzMfz1u1JW9lRMavoOv4bxzj8Y8IuEcPUkoGD7FhK29Jj45PTwPb7wzKuQ9uBHtPHIeCL3/b/q8/SyMPLaiHL5baK89X60fvb4FdLxPLXe9YBSfvQQVgL2kEnS7rEeQvTrOXj1V+WU8aCmpPR7sGDweF967zo2WvStz6r3tqvU9R/qNvTlMDT1u9Eg8+7y1vcu4ub2lVT29RdtUPYZChb3FwhS9rV6XvdyKCj3NiU89XItjPXzqQz1YDzs9fbz5O6kNkT2Ijgm9UkePPQypAj0oUtc9Wq+BOwA5h7z6rDk9opJovZa/Ar08TYQ9Hl9bPS6l1j1bxa49GRiKPSw9KT2oyVS9PjmwPLE1WT1LGRy9xs2+unZfmz1Ye6a9tqOxO09T0T2NE1K98kbDvQ0jO70F7WK95eyrPXgxWr1+X/08T9mIvee6ETwKBK29RV+ZvSisJ72hgCY6HjvHOw==
material:107030,material:107030,散失的月神瞳,,,0,,,9G4nvLuQL70riCG9q3fNvY77C74VDdi8oiBBvfYx47q3RJS9yh2Vu1lY0LzAJeI8qkhXPQRu6TwcjaW9Bh10PUUD1bxd3TW9gDIXvWhPnjwPzZs8aRRwvfZ2eryRU8i8MeqAPT4PxL1kc526sF9vO3hVSrwd/YC9NUE5PQ1KEDt0GUw9msHWO7P2BbwnKBG8P3GIvE4YW70+tx29UNW4PW0RC70C/KE9f/C4O3J/Y72/I+m8rkaJPQ3BD75+lza9WWxgPQ98wj0YPNi96uJyu8xgqj0zHCy9ruNevTSF3rymeIy9RyOMPbWpVL2bL5O9POgjvFq/MjxHoQA+RRuOvBBhnD20SGC8a2ZOPcPyqjxn0Qk9giQlvHDZ3ru8cEW9b6AMPRF/bzz8FKm8R6XmPLGZWb3GQZc9na2NPSDMHr0/gS6+dgmdPJe2nL10yZ87TCgrvWcHGr0++EE9GIi2vLC7YT1y2VM99bUNvTmLwbxjpsm9lZ9fPVfBN71l6U29vdtNPKtKBzuj8949WYx0uzqUwzzHyNs8Y4TVvIgnhj3wjQg8jPnDvOclKj081KY9tKdAvd9a2D1xw0m945WwvfnaCj115s+9QH4eO/1Cqz3Xz7C8l++SvKYTMb19bjE9ad+IvchXoD1OYOc966BfvbggCD1lYoy9A4K+PQfmubzntg88TNh/PJJ9irwg+S+9kZ6JvU93rL1nBIG9Tuj7vJb/B75a/jM8A/MBPdYSdD03ODi+S6InPRH88Txr4ju9cULKvEYFXr1NTjc70omCvKCq9TwhLY06mIJAvQg3Pr02+YE9bOqgPRtcK7xK1Qm+Ai5aPZv/9L2vmoY9dwFKPaDMyTnQhm29mMJePOKomT3J38q9dIT6PKaL1b2WQyE99ckMPdQhxz1aYa09WvACvjpQTz0AYGU8MjQ7vRIIpLxLF+G9fA4HPRMA9LtqKsC6fhvLPIKnmr0gkm+6GIWwPSmEjjyG9GO8v17mvB1T2LylZaA854fzvZVzgrwSifw9OmbPvROJRLwtfFi6LfEwPXMqtLyDtsG84vaLPXdl/rxcmYY7kSJ1vTWnFr0XMSo8CPFLPSkZqr2LiLw9Lg1aPcP5qzvjx5g9sJtJvWcjwz3JB0k9KYKLPaHGRD1wyZ28Y8NQPoxyzzzpiBA+jhkbPkGg6zxvdHk7lFTmvYbo7DvKsAO9HmOjvQdp77yDFBA+TmHBPS2dwT0sh5k9bi75O4l9gz3QI5a8TW/HuseDxbwJ3/09psVFu9Pj9T1Uafm9Sgs8vMqRZb2ac8W9b+PNveWPBr0wiKY7hXbquu0VQjznHGE8GcqJPcypuL0BVB+9zBRDPBmTkbyMb1M9d+GwPA==
material:107031,material:107031,边域地灵龛之钥,,,0,,,KPvVPef1pTybWS6+JNouvlyy6r3AD6s9kx/OvR1qlj3Wdo29I8ueOxAmQbxv+4y9vnqHPOHRdj2aoIK9zU5aPQDikjyOrIC9lHWpvd8ueb3dhva8f7CuOhQs57yIElo9j9eCPWDyvjwsTiy9mAXOve3TUz2CKhm+ey68PSYxBD6jKwa9k6n5PWc+kb0o73K9gx8SPryPa7w/XO08mAYfPqMmpzz+ZDo9OhGQOzMmiD386wU7gNF0Pa3B0zzwBOM9923KPHfkhDqPIYa7gEYEvWxCHTs51jw9K9GRvU3xnrk6myU9Vv7LPcDH/7zYvaG9iAQuvbVgv7xD8AU9p74evCzYvjxQ04M9XfOcPNqctzzdq5s8pki9vXnRuL0Gb+Y85iwEPItpkT3o1uY7eadEPeEy7rsR3gy9NTGHPVLO7L2AEVu84lUpvXvL+zuN0vG7j9KYvdMl7rwZhvS63nCuvZS4Bb1l4bI8xEaUvTVIdb3e9M46A3DNPG+ncjsWkbo96pEOPGLi2727i9U8WmjZPESmn7y7fKU9V3EWPTBCrj1iQ589zBfwOFsDyj2yBB+8UcsTvenSCT317pC9BBkIvd5jnr0CRJq8JWpqvUdSk70fu+27fAuIPUhnOj0n7Dw9CWsqPCe6/D155us8+e62vcc7Yb2BUyo9bOWwPRUuZT3LNkO9zvO0ves6PTz3B/M93GTCvKE00b3RMvu9wr+AvQxR0Lwoy9o9lVY+vfOGKD2xs4e7zjW8PMa8sbxEsaW9t449PV2GrD2m3Lc9L+1wPYiGoLzMm7W9m20Bvdzz0rt8ubM6SsfcPT8hbLp6iMi9nKBVvfpEHr3u6Ri8WkZWPU/Vo72IeY48a1ykvVWw4D0q6dc8GHUFvcIz3Tzdaws9Le4evENMlL1ogfI73rAouiTplbx9IDe9Cfi8PcqdfrsjXhe+fHusPIOYj70COIO8V8ZPPR0ZFL1Scce64ncDvWAQ0j2WQSy9mHxRvae54rxGivw8ozGsvGHEur27Wiq9ei2UPHnvUzx7exY9Y0vEvflg37x0wde9+ex/u+c8p7yQxws8Qz2FPPZ93D3/h7S9lDADvcrcAbx81W09gNs9PZ7y/z3KnKo9hHUhPP3brLytthS8kU5evPknv71aiW67eamHPRWgST15ihA7GD6jPVtJDj3Kq5s7Y9kjvE9Ugby91jY9yovzvd6X07wQ4I09jT6bveNIazuLPKY8FNpxvbRfFD10Yu09PzRpPVhxFD3SLYu8Dk0gPdCs0jwanEu9KGuguwQVaj21yRm8iy2WvSCwtj38A0O9x/u9PSNQ07sRL+Q9isfwPa0yEztvdqs8cOYevVdvLb2iKsM8tajjPQ==
material:107032,material:107032,月灵龛之钥,,,0,,,u53musM+lTt22FW9+Wsnvg6qqb1tA+i9XcSqvaWhgD3B6nG9GzAMveCJMDqz/u483rBZvbInET1kom+97TaCPWE7EbuCPaO9gYqFvNF/PL2ULU08cxRnvdDwjrxFNV09K6s5PRTog70qqzg8nd9UvZXNujyWI9m93G6qPGo1Ljzreb89KLSxPSS9PDqEbIW8dYqlPbQEmjwWgAs9evXWPbAbyz1vFZ89vbqxO0AdQz0J+Ss9xkB7PEKyML3ZNfY8K+oLvvYDMTsKMDe9pb3rveJ55zzJZuu7Z0f8vVVoODojk2E9kh93vLkmr7yWhVG9olAYPTkpKD0fcyk9ed3Ku/UmID7hfvW8bCq2PU9Mmj296n69NrJnPfpHKb2lwji8j3mSu2d0/DxGC208ivTju6wyAj3Uxn49ysfFPIwBF7406Pa9IC4qvfuPurwSUKC9K/lPOz4OQb15ykK7AQxhvBzjBL0sUFY9hn2rPcIYprykm9698k0LPXJFPb2DY/K9Z+UDPfQ2+b1W20o9XHp7PVhcDz3UuMO8n2FwPBnDCj0EFr09BBwgPexElDuHXAo9zZlDu18RlD3Uk/w8JH3tu/aPL708tzq9AcpAPFlX1jwCh7g7bMWlvJXakb1GZRI9u/2wu3sMgj3FXn285igOvYHYub20voM9lPQzPLMv3r2C1k+8xe3LPNepgDwTkS09awgEvKptKj1VHzK9TMpivJFki73RQCs8K0/au7BSAj0cIVS+XhXQu3Z8lj04eT29Z5YBvqo0mDxgeZw9/kEdvJ5ubL0/Cpm9WvtuPcC7uL1k/Ww8fhW5PSzerL27B5K9n6+XOtU9NLl5t589w+VVOywEJL3ZCZ69CTFmvJnxDT6HcaG9XbYAPawjFb2HsGs9IWzOPIk9sb2zJ849DYDzvctpEj1OMiK9tYNFPeWmbb0jufW9ZG1yPaQKpLvDOGu9TX2RPK9KGz0NJg2930eAPQP/4TywAVQ9/lE2vQy7yb2atx+98pkZvrpC27xZaSk93rc/PW3a8bwtylU8q4M0PRX7Wb3HtU28TXXnvBxtRj00IX67yqdGPJAxKD1FIPI7TVU9PArAar2uE389U4QtvbNiIz5jSfM9jaiBvXvy4D20ijS9qbUVvUaa07yGdim9k6mdPcGt4zzyDB0+dCnBPWJ/UL3bgwI9Hg8hvX4jgj2BNiG9G2WNvZskjLylqcI942aRPauh6z0ExtS7xgoyvZu107qGUXo7GnuxvT9APD0GolY9hW7cPYGqvTySkIC9IqiHPe7MtLvdhdC9YacuPL24sLvd8Dk8QZqmPcOwNb02Nw09sgoEvekIIr4H5qE8vFOePYd3Xb0UMpG8ULY8PQ==
material:107034,material:107034,摹忆因子,,,3,,,2ggJvWiwuL03Cgy+tu2CPGhqwr1GUKC9wH9ovbdcsbyecmY9vwYrPIJhBj2SX8e9j1kwO/UEe7spWgq+602DvQ2ZYr39Y2O95S3DvWHXYD088aY9e/Q9vZFJsL0nJhi9z7SROveIZD3kBME9WLcAvfOYKjvZ7EG7XK2evTFtsLt1dAg8GntRPAt5nz2AKm09nZLDvGJb6T19mQ29zxutPAPAzzwNaKM9YNECvcB+TL11QJk95P8XPWPSw7sH/7M9PwZFvUr8Qjx0UhI8HAm3PV6UbL0PFTY8Mig2uTT1sLx7DAK+FL8MPQ9vR7xOQU+9hEGxvAqS/zyx2809USCCva9OoLvTqys9v/qcPf9gQ71px8g8/sLdvAUtXD4afqw9UY3bvSO2jTyRh1O9LOUwPU5tgry5mJs8872PvIEh6jwOarO954U7vfz9Tr2d4hu8ZFhWvUcdQj3hUxE94PcKvXN/Jz0BO6M8YJu2POoXBDzXDO+8CyCYvPaFSD2noZm9vsI6vRdD4z1OuTa8nwg+PW0AjjwIGfc89tsZveKkOD0A+Ya8tKaEPNKPKT66qzI93b9RPd/p4TwJS6i9FZHNPKsn4z2klPi9GXyBO4FKLL0V7oq94P0aveGn0j2md6k9c++fvc6sWbsVyrY9Z4LPvU/Psb27kv68EEdCPega8Lz+/s69wfOMvXnw2L341Qw9gIYPvpL2Xzw1KsW6sY/qPAQ17bytd1m9VIxnPT+GKr7AIka7kjxbPTY9iz2OkUC8lz7ZPMT8iL02mCe940Bxu1wH0jyxeIE8CfOevd270Tz4K5U8AVBKPZVenTtpLbO9DNZivQX03L1rNr487WSfvUW0lL0nIUO9znufvc6NbDsYHGe97XaqPLebLDw4eOy8xrvQvBmutjzqDHs8pibpvbrd6buLOFc9tK2PPKIyTz0tw0g9eEyePKDqPr1ffTu87gQjvl48c7wjcpe8ZwZJvT262T33DLg9pWEovPLWfTz6OsM9SOKxvXWvnz0wXgg9BfgkvqKzaL2xpHo9OH+uPTVJfbwuc9i8GvXoPFMbeb0lRQs7+wqDuvxjEb3SAqq81eq2Pda/i7oDlmc9cJXVubuQjz2TlBo86TaSvMLtUT0spNg92RR1PEqZiD0iRme9lGzzPUydC71KQs482aGavZ3IBjzh/W29+LGwPUZCxzxOQuc8rzuCPf36D71qYjW7lQlAvNi1wz1r6w097TFLPdCPv7ttnPO8qZmcPU//1jzXpeU8v3KcPUxRlLyF9hU9nikUvoA0BL7KNJ+9tgWwvUpAzTwUxZo8/OGOveXIoj34JJa9eLwXPWNzTT2DB229++yzvLh23b2noey7itmFPQ==
material:107035,material:107035,散失的冰神瞳,,,0,,,FD4CvJfjU71Zg6i9MxFGPZXZsL1EVM68pnsmO9nmcb2SDlo9qMGFveovNT2Ijb88cc9LPY8plT3QAEK9fI2XvcfLnL21YLa6WsmevXdeDbzxfWQ9tvKruYo5C73Y6aS9UQVOvEGbPDxpt7c86MyHvXBRIz1F+6o90dmivZCDkLkO6qE9BF0mvW+QFL00gns95MJTPX1mED2dPQW9iiYQOfNwwbzkgb094RJ7vYfC4r27zn07Hk0FPQOSc7zzuWK9bC4BvOCpHjwA27q9ChygvHNkm7vqvaa9pGybvFKuc72IKuu9l9iZPShMRL3GGii9JnkePcKqnTwjDaM9swPxvT1VVD0cmm08T02tPLFVBz34rtE9AOJxvcCmGD6zfNc96qTMvEXjir2STEA9dtzdukjTlT3k0vg9/aijPc3qHj1sXSk8mN0wPd4a0LeL6KC9oHFXvWeInj0Q4ro913Tfvd15fLzOoYo9u2zqvYIJOL0wz5i8PNbPPPcf4bzZxoo9sHd6vZqnUj0CwEk8seyJO4zggTtpaSG+odnpOjNDHLwIiH+8X6igPSycvD3hWRc9Qz52vZgZ+jyvgXi9W8QGPVyW7T35oHQ8MsIwvBGcg739eF+8niKBvVSliDwdy+s9gAePPHSkkr214YQ97UP3va8m/TxkqY291SOgvGLxXDt2r5a9gIapvdKvj71XvTM8Z1sBvgC+m73CW1c9tS5fPBsdhr2rOs88YHp6PE5xJr6Z9Te9dLAUvY6UFr2CCi+99EJ1PaLyVL3klcI9yKq2vUTncTw6hwE+I7+zvfRBjj0zX9A8yUt5vWA8yz2rKf+9lB9bve8oh71S3WE9U2aPvdTzJr3li9y8+CT0O5TCEb08I0296n2QvBvjST27GHc9/7GlvGpdtz2K24Q93Oa9vAnLOj30NIg8q72QvGHcjjy9RuK7cd1OvMoJhD3AJh+7xADyvcO6Zr1tLBi9CgKPvZgCg712Gjc9+h02Oi+9JL1xLDU8pXCHu44AUT0GQPY9A2/RvUfPy72EYWo9c5aHvaQ1WTxHXsM9LpYFvNyTm70ZRSo9rVl7vEb6Cjw6yw09+csBvZcKtD276K+7USBSvDL82zz5xZq7z9OxPDaAxL2iMtM8KxOhvKfPXD3rs7u9Ax4KPuLUhb3olHy9dMELvfPPpTzy+D88ofU9vdcmEL0yy129eYRavFYwnr1PwYy98/gDPUUZVD3lWgw9SwmMvVcDiD3iYfQ9vPFXPdGCRjydqN09BYL3vIdjNb2kuBw8bxOkvTKtGb4KPOy9GTzrvYgeFrzirLo9TGJoPeJn6j34IRa85DzAPCmZuLxB7+683+fYPTCM7ryerUG8FZMhPQ==
material:107036,material:107036,影生翼滴,,,0,,,5vrmvXyLwzwMoLY93C6ePepu270hmJ+86d7AvZBs17yHmoK8oCpJvUAFNr1zIUW8d8KXvErM273hkZC9xkDUPTrVXb3o8FQ9lWW4vVccbz25VT69uex9PVP1br0X7Y89Br3yuxnQpL1Xsle9vIIMPjNwmLxXrAi+Z1dzPbVkB766uqk7oKY6PV9RIj0yLf+8++TpPSkqeTwd8aS8ZsVdPYChnD0Jdha9zZbGPMV4vDxhZEi8oY3LPDurAz0GcI495y9PvfgaP7svcRo+6v6fPEsImb2XsMm9zkKxvdyjB7uOvLM8bkyDvG0zkTubs0Q7XMi9PELRYr0FSVI9mGkSPfWt/7zAn009jkOvPXBYID35+Fa8LWq9vEOssz2p4s0641ARvjaVKLtzgI29onRuvEEzkr0itV49EouPvDXpoz1Op6S7pwa5vJI7Sz0DkHM97xMFu0pBLD19nLw9bY2cPZv9pztS8u68GLsPPSGdqTqFkeQ9VkOaPCJehT0tzbi8wV2oPVOgKj0rXjO9fJqoPeynKD0yaLM8bvRGvN+Kvb0Q3pg8qxg6vTIRSD09bP+90ejDvPx0SrwPqe28S7CQPQTq3jx2qzw8ksQcvR74hr3JXoY8Mv4KPE2t3T3vTVu8ila5vS/FfDyVqwU+N2vGPA6FCrwvisg9EHI3vZuu6Lzhq/o8+9yqvRm6k71AGJw9kTzBvUr8Ir2l2EW9yivovJz66L31o8W9+G+kPQ1sNzvnWp88EFysPZZmmDx/WT88TVSIvRvDl73no6K9n126PI/UIL3NKaO92HgFvpF0Kb0NZDo8y4S7PVF12jz2OFA9PqvWvHurTDznhRM9x3r/vHMEP712v467ICoiPTRMej26Npc6+TMHvnVzibysoAW9R+7KPfSTFz32NqO7AJ6Qvc3SBrxM0gm7wm6PPTcZizpSNGE8yU/LPJHkOr1nnLM9eJYuPWa0y7yVTZG9jzxZPRLk6D3Q5UY9E1slvfFEs71scyO9hPggPJ00+D0UFkm97wWQvZj8Rjzdfmy4rrQvPD7Vkb39yog9vc1HvKyEGDmYMOs8fPJjvIFqLj2udo+6vQkYPUGk1b2j8tc9r72kPTp0aL3mto29p9YrvXfbIz0kUBg8r0lnvf09Ej3YkQC9xoNpPDRrtD0Rmv8753PJvcA5yT2nJHA9WUzWPYC9hz1sjie8l14uPaLz3L07raw9wwNqvUTzLD4QCsw8i/DQPe5nAj3xG3C9YPyLPBjOnD04qeE9HwqrvAEN2rz35f68LIrQOl05cL1oneK9/sNEvNaw9D0MKwO+B0aVPZs/nL3Yj9w7R1IXvf3+Nb33Wss8Dhg9vB+ntL1MbbO8ymx6PQ==
